tourney_name,round,winner_name,loser_name,score,surface,year
Roland Garros,R32,Novak Djokovic,Diego Schwartzman,5-7 6-3 3-6 6-1 6-1,Clay,2017
Roland Garros,R16,Andy Murray,Karen Khachanov,6-3 6-4 6-4,Clay,2017
Roland Garros,R16,Kei Nishikori,Fernando Verdasco,0-6 6-4 6-4 6-0,Clay,2017
Roland Garros,R16,Stan Wawrinka,Gael Monfils,7-5 7-6(7) 6-2,Clay,2017
Roland Garros,R16,Marin Cilic,Kevin Anderson,6-3 3-0 RET,Clay,2017
Roland Garros,R16,Pablo Carreno Busta,Milos Raonic,4-6 7-6(2) 6-7(6) 6-4 8-6,Clay,2017
Roland Garros,R16,Rafael Nadal,Roberto Bautista Agut,6-1 6-2 6-2,Clay,2017
Roland Garros,R16,Dominic Thiem,Horacio Zeballos,6-1 6-3 6-1,Clay,2017
Roland Garros,R16,Novak Djokovic,Albert Ramos,7-6(5) 6-1 6-3,Clay,2017
Roland Garros,QF,Andy Murray,Kei Nishikori,2-6 6-1 7-6(0) 6-1,Clay,2017
Roland Garros,QF,Stan Wawrinka,Marin Cilic,6-3 6-3 6-1,Clay,2017
Roland Garros,QF,Rafael Nadal,Pablo Carreno Busta,6-2 2-0 RET,Clay,2017
Roland Garros,QF,Dominic Thiem,Novak Djokovic,7-6(5) 6-3 6-0,Clay,2017
Roland Garros,SF,Stan Wawrinka,Andy Murray,6-7(6) 6-3 5-7 7-6(3) 6-1,Clay,2017
Roland Garros,SF,Rafael Nadal,Dominic Thiem,6-3 6-4 6-0,Clay,2017
Roland Garros,F,Rafael Nadal,Stan Wawrinka,6-2 6-3 6-1,Clay,2017
Wimbledon,R128,Andy Murray,Alexander Bublik,6-1 6-4 6-2,Grass,2017
Wimbledon,R128,Dustin Brown,Joao Sousa,3-6 7-6(5) 6-4 6-4,Grass,2017
Wimbledon,R128,Jiri Vesely,Illya Marchenko,6-1 4-6 4-6 7-5 6-1,Grass,2017
Wimbledon,R128,Fabio Fognini,Dmitry Tursunov,6-1 6-3 6-3,Grass,2017
Wimbledon,R128,Pierre Hugues Herbert,Nick Kyrgios,6-3 6-4 RET,Grass,2017
Wimbledon,R128,Benoit Paire,Rogerio Dutra Silva,6-4 3-6 7-6(10) 6-4,Grass,2017
Wimbledon,R128,Jerzy Janowicz,Denis Shapovalov,6-4 3-6 6-3 7-6(2),Grass,2017
Wimbledon,R128,Lucas Pouille,Malek Jaziri,6-7(5) 6-4 6-4 7-6(2),Grass,2017
Wimbledon,R128,Jo-Wilfried Tsonga,Cameron Norrie,6-3 6-2 6-2,Grass,2017
Wimbledon,R128,Simone Bolelli,Yen Hsun Lu,6-3 1-6 6-3 6-4,Grass,2017
Wimbledon,R128,Nikoloz Basilashvili,Carlos Berlocq,6-4 7-6(3) 6-1,Grass,2017
Wimbledon,R128,Sam Querrey,Thomas Fabbiano,7-6(5) 7-5 6-2,Grass,2017
Wimbledon,R128,Kevin Anderson,Fernando Verdasco,2-6 7-6(5) 7-6(8) 6-3,Grass,2017
Wimbledon,R128,Andreas Seppi,Norbert Gombos,6-2 3-6 6-2 6-1,Grass,2017
Wimbledon,R128,Ruben Bemelmans,Tommy Haas,6-2 3-6 6-3 7-5,Grass,2017
Wimbledon,R128,Daniil Medvedev,Stan Wawrinka,6-4 3-6 6-4 6-1,Grass,2017
Wimbledon,R128,Rafael Nadal,John Millman,6-1 6-3 6-2,Grass,2017
Wimbledon,R128,Donald Young,Denis Istomin,5-7 6-4 6-4 4-2 RET,Grass,2017
Wimbledon,R128,Thiago Monteiro,Andrew Whittington,4-6 6-3 7-6(4) 7-6(5),Grass,2017
Wimbledon,R128,Karen Khachanov,Andrey Kuznetsov,7-6(4) 2-6 6-3 1-6 6-2,Grass,2017
Wimbledon,R128,Aljaz Bedene,Ivo Karlovic,6-7(5) 7-6(6) 6-7(7) 7-6(7) 8-6,Grass,2017
Wimbledon,R128,Damir Dzumhur,Renzo Olivo,6-2 6-0 6-1,Grass,2017
Wimbledon,R128,Lukas Rosol,Henri Laaksonen,4-6 7-5 6-3 6-4,Grass,2017
Wimbledon,R128,Gilles Muller,Marton Fucsovics,7-5 6-4 6-2,Grass,2017
Wimbledon,R128,Kei Nishikori,Marco Cecchinato,6-2 6-2 6-0,Grass,2017
Wimbledon,R128,Sergiy Stakhovsky,Julien Benneteau,6-3 7-6(8) 2-6 6-2,Grass,2017
Wimbledon,R128,Peter Gojowczyk,Marius Copil,7-6(5) 2-6 6-3 6-1,Grass,2017
Wimbledon,R128,Roberto Bautista Agut,Andreas Haider Maurer,6-3 6-1 6-2,Grass,2017
Wimbledon,R128,Steve Johnson,Nicolas Kicker,6-4 7-5 6-3,Grass,2017
Wimbledon,R128,Radu Albot,Facundo Bagnis,4-6 6-4 7-6(9) 7-6(3),Grass,2017
Wimbledon,R128,Florian Mayer,Viktor Troicki,6-1 RET,Grass,2017
Wimbledon,R128,Marin Cilic,Philipp Kohlschreiber,6-4 6-2 6-3,Grass,2017
Wimbledon,R128,Milos Raonic,Jan Lennard Struff,7-6(5) 6-2 7-6(4),Grass,2017
Wimbledon,R128,Mikhail Youzhny,Nicolas Mahut,6-2 7-5 6-4,Grass,2017
Wimbledon,R128,Andrey Rublev,Stefano Travaglia,6-7(3) 6-3 7-5 1-6 7-5,Grass,2017
Wimbledon,R128,Albert Ramos,Jordan Thompson,6-4 6-4 7-6(4),Grass,2017
Wimbledon,R128,Jack Sock,Cristian Garin,6-3 4-6 7-6(4) 6-3,Grass,2017
Wimbledon,R128,Sebastian Ofner,Thomaz Bellucci,6-2 6-3 6-2,Grass,2017
Wimbledon,R128,Frances Tiafoe,Robin Haase,6-3 3-6 7-6(5) 7-5,Grass,2017
Wimbledon,R128,Alexander Zverev,Evgeny Donskoy,6-4 7-6(3) 6-3,Grass,2017
Wimbledon,R128,Grigor Dimitrov,Diego Schwartzman,7-6(4) 6-2 6-2,Grass,2017
Wimbledon,R128,Marcos Baghdatis,James Ward,6-4 6-4 6-3,Grass,2017
Wimbledon,R128,Dudi Sela,Marcel Granollers,4-6 6-3 1-6 6-2 6-1,Grass,2017
Wimbledon,R128,John Isner,Taylor Fritz,6-4 7-6(3) 6-3,Grass,2017
Wimbledon,R128,Mischa Zverev,Bernard Tomic,6-4 6-3 6-4,Grass,2017
Wimbledon,R128,Mikhail Kukushkin,Taro Daniel,4-6 6-4 7-6(4) 6-2,Grass,2017
Wimbledon,R128,Dusan Lajovic,Stefanos Tsitsipas,6-4 6-4 6-4,Grass,2017
Wimbledon,R128,Roger Federer,Alexandr Dolgopolov,6-3 3-0 RET,Grass,2017
Wimbledon,R128,Dominic Thiem,Vasek Pospisil,6-4 6-4 6-3,Grass,2017
Wimbledon,R128,Gilles Simon,Nicolas Jarry,7-6(4) 6-3 6-3,Grass,2017
Wimbledon,R128,Jared Donaldson,Janko Tipsarevic,5-0 RET,Grass,2017
Wimbledon,R128,Paolo Lorenzi,Horacio Zeballos,7-6(3) 4-6 7-6(8) 7-5,Grass,2017
Wimbledon,R128,David Ferrer,Richard Gasquet,6-3 6-4 5-7 6-2,Grass,2017
Wimbledon,R128,Steve Darcis,Ricardas Berankis,4-6 6-3 2-6 6-4 6-3,Grass,2017
Wimbledon,R128,Ryan Harrison,Borna Coric,7-6(4) 6-4 7-6(6),Grass,2017
Wimbledon,R128,Tomas Berdych,Jeremy Chardy,6-3 3-6 7-6(4) 6-4,Grass,2017
Wimbledon,R128,Gael Monfils,Daniel Brands,6-3 7-5 6-4,Grass,2017
Wimbledon,R128,Kyle Edmund,Alexander Ward,4-6 6-3 6-2 6-1,Grass,2017
Wimbledon,R128,Yuichi Sugita,Brydan Klein,7-6(5) 6-3 6-0,Grass,2017
Wimbledon,R128,Adrian Mannarino,Feliciano Lopez,5-7 6-1 6-1 4-3 RET,Grass,2017
Wimbledon,R128,Juan Martin del Potro,Thanasi Kokkinakis,6-3 3-6 7-6(2) 6-4,Grass,2017
Wimbledon,R128,Ernests Gulbis,Victor Estrella,6-1 6-1 6-2,Grass,2017
Wimbledon,R128,Adam Pavlasek,Ernesto Escobedo,6-7(7) 6-1 6-3 6-1,Grass,2017
Wimbledon,R128,Novak Djokovic,Martin Klizan,6-3 2-0 RET,Grass,2017
Wimbledon,R64,Andy Murray,Dustin Brown,6-3 6-2 6-2,Grass,2017
Wimbledon,R64,Fabio Fognini,Jiri Vesely,7-6(3) 6-4 6-2,Grass,2017
Wimbledon,R64,Benoit Paire,Pierre Hugues Herbert,7-6(4) 6-1 6-4,Grass,2017
Wimbledon,R64,Jerzy Janowicz,Lucas Pouille,7-6(4) 7-6(5) 3-6 6-1,Grass,2017
Wimbledon,R64,Jo-Wilfried Tsonga,Simone Bolelli,6-1 7-5 6-2,Grass,2017
Wimbledon,R64,Sam Querrey,Nikoloz Basilashvili,6-4 4-6 6-3 6-3,Grass,2017
Wimbledon,R64,Kevin Anderson,Andreas Seppi,6-3 7-6(4) 6-3,Grass,2017
Wimbledon,R64,Ruben Bemelmans,Daniil Medvedev,6-4 6-2 3-6 2-6 6-3,Grass,2017
Wimbledon,R64,Rafael Nadal,Donald Young,6-4 6-2 7-5,Grass,2017
Wimbledon,R64,Karen Khachanov,Thiago Monteiro,3-6 7-6(5) 7-6(3) 7-5,Grass,2017
Wimbledon,R64,Aljaz Bedene,Damir Dzumhur,6-3 3-6 6-3 6-3,Grass,2017
Wimbledon,R64,Gilles Muller,Lukas Rosol,7-5 6-7(7) 4-6 6-3 9-7,Grass,2017
Wimbledon,R64,Kei Nishikori,Sergiy Stakhovsky,6-4 6-7(7) 6-1 7-6(6),Grass,2017
Wimbledon,R64,Roberto Bautista Agut,Peter Gojowczyk,6-2 6-1 3-6 6-3,Grass,2017
Wimbledon,R64,Steve Johnson,Radu Albot,6-3 6-3 4-6 6-3,Grass,2017
Wimbledon,R64,Marin Cilic,Florian Mayer,7-6(2) 6-4 7-5,Grass,2017
Wimbledon,R64,Milos Raonic,Mikhail Youzhny,3-6 7-6(7) 6-4 7-5,Grass,2017
Wimbledon,R64,Albert Ramos,Andrey Rublev,7-5 6-7(6) 4-6 6-3 6-4,Grass,2017
Wimbledon,R64,Sebastian Ofner,Jack Sock,6-3 6-4 3-6 2-6 6-2,Grass,2017
Wimbledon,R64,Alexander Zverev,Frances Tiafoe,6-3 6-4 6-3,Grass,2017
Wimbledon,R64,Grigor Dimitrov,Marcos Baghdatis,6-3 6-2 6-1,Grass,2017
Wimbledon,R64,Dudi Sela,John Isner,6-7(5) 7-6(5) 5-7 7-6(5) 6-3,Grass,2017
Wimbledon,R64,Mischa Zverev,Mikhail Kukushkin,6-1 6-2 2-6 3-6 6-4,Grass,2017
Wimbledon,R64,Roger Federer,Dusan Lajovic,7-6(0) 6-3 6-2,Grass,2017
Wimbledon,R64,Dominic Thiem,Gilles Simon,5-7 6-4 6-2 6-4,Grass,2017
Wimbledon,R64,Jared Donaldson,Paolo Lorenzi,6-4 7-6(0) 6-7(0) 6-2,Grass,2017
Wimbledon,R64,David Ferrer,Steve Darcis,3-0 RET,Grass,2017
Wimbledon,R64,Tomas Berdych,Ryan Harrison,6-4 6-3 6-7(8) 6-3,Grass,2017
Wimbledon,R64,Gael Monfils,Kyle Edmund,7-6(1) 6-4 6-4,Grass,2017
Wimbledon,R64,Adrian Mannarino,Yuichi Sugita,6-1 5-7 4-6 7-6(2) 6-2,Grass,2017
Wimbledon,R64,Ernests Gulbis,Juan Martin del Potro,6-4 6-4 7-6(3),Grass,2017
Wimbledon,R64,Novak Djokovic,Adam Pavlasek,6-2 6-2 6-1,Grass,2017
Wimbledon,R32,Andy Murray,Fabio Fognini,6-2 4-6 6-1 7-5,Grass,2017
Wimbledon,R32,Benoit Paire,Jerzy Janowicz,6-2 7-6(3) 6-3,Grass,2017
Wimbledon,R32,Sam Querrey,Jo-Wilfried Tsonga,6-2 3-6 7-6(5) 1-6 7-5,Grass,2017
Wimbledon,R32,Kevin Anderson,Ruben Bemelmans,7-6(3) 6-4 7-6(3),Grass,2017
Wimbledon,R32,Rafael Nadal,Karen Khachanov,6-1 6-4 7-6(3),Grass,2017
Wimbledon,R32,Gilles Muller,Aljaz Bedene,7-6(4) 7-5 6-4,Grass,2017
Wimbledon,R32,Roberto Bautista Agut,Kei Nishikori,6-4 7-6(3) 3-6 6-3,Grass,2017
Wimbledon,R32,Marin Cilic,Steve Johnson,6-4 7-6(3) 6-4,Grass,2017
Wimbledon,R32,Milos Raonic,Albert Ramos,7-6(3) 6-4 7-5,Grass,2017
Wimbledon,R32,Alexander Zverev,Sebastian Ofner,6-4 6-4 6-2,Grass,2017
Wimbledon,R32,Grigor Dimitrov,Dudi Sela,6-1 6-1 RET,Grass,2017
Wimbledon,R32,Roger Federer,Mischa Zverev,7-6(3) 6-4 6-4,Grass,2017
Wimbledon,R32,Dominic Thiem,Jared Donaldson,7-5 6-4 6-2,Grass,2017
Wimbledon,R32,Tomas Berdych,David Ferrer,6-3 6-4 6-3,Grass,2017
Wimbledon,R32,Adrian Mannarino,Gael Monfils,7-6(3) 4-6 5-7 6-3 6-2,Grass,2017
Wimbledon,R32,Novak Djokovic,Ernests Gulbis,6-4 6-1 7-6(2),Grass,2017
Wimbledon,R16,Andy Murray,Benoit Paire,7-6(1) 6-4 6-4,Grass,2017
Wimbledon,R16,Sam Querrey,Kevin Anderson,5-7 7-6(5) 6-3 6-7(11) 6-3,Grass,2017
Wimbledon,R16,Gilles Muller,Rafael Nadal,6-3 6-4 3-6 4-6 15-13,Grass,2017
Wimbledon,R16,Marin Cilic,Roberto Bautista Agut,6-2 6-2 6-2,Grass,2017
Wimbledon,R16,Milos Raonic,Alexander Zverev,4-6 7-5 4-6 7-5 6-1,Grass,2017
Wimbledon,R16,Roger Federer,Grigor Dimitrov,6-4 6-2 6-4,Grass,2017
Wimbledon,R16,Tomas Berdych,Dominic Thiem,6-3 6-7(1) 6-3 3-6 6-3,Grass,2017
Wimbledon,R16,Novak Djokovic,Adrian Mannarino,6-2 7-6(5) 6-4,Grass,2017
Wimbledon,QF,Sam Querrey,Andy Murray,3-6 6-4 6-7(4) 6-1 6-1,Grass,2017
Wimbledon,QF,Marin Cilic,Gilles Muller,3-6 7-6(6) 7-5 5-7 6-1,Grass,2017
Wimbledon,QF,Roger Federer,Milos Raonic,6-4 6-2 7-6(4),Grass,2017
Wimbledon,QF,Tomas Berdych,Novak Djokovic,7-6(2) 2-0 RET,Grass,2017
Wimbledon,SF,Marin Cilic,Sam Querrey,6-7(6) 6-4 7-6(3) 7-5,Grass,2017
Wimbledon,SF,Roger Federer,Tomas Berdych,7-6(4) 7-6(4) 6-4,Grass,2017
Wimbledon,F,Roger Federer,Marin Cilic,6-3 6-1 6-4,Grass,2017
US Open,R128,Rafael Nadal,Dusan Lajovic,7-6(6) 6-2 6-2,Hard,2017
US Open,R128,Taro Daniel,Tommy Paul,6-1 4-6 4-6 6-2 6-2,Hard,2017
US Open,R128,Yuichi Sugita,Geoffrey Blancaneaux,6-2 6-2 6-0,Hard,2017
US Open,R128,Leonardo Mayer,Richard Gasquet,3-6 6-2 6-4 6-2,Hard,2017
US Open,R128,Stefano Travaglia,Fabio Fognini,6-4 7-6(8) 3-6 6-0,Hard,2017
US Open,R128,Viktor Troicki,Norbert Gombos,3-6 6-3 3-6 6-4 6-3,Hard,2017
US Open,R128,Alexandr Dolgopolov,Jan Lennard Struff,3-6 6-3 6-2 1-6 6-3,Hard,2017
US Open,R128,Tomas Berdych,Ryan Harrison,6-4 6-2 7-6(4),Hard,2017
US Open,R128,David Goffin,Julien Benneteau,6-4 2-6 6-4 6-2,Hard,2017
US Open,R128,Guido Pella,Steve Darcis,6-1 6-2 6-0,Hard,2017
US Open,R128,Donald Young,Maximilian Marterer,6-3 1-6 6-1 6-4,Hard,2017
US Open,R128,Gael Monfils,Jeremy Chardy,7-6(6) 6-3 6-4,Hard,2017
US Open,R128,Damir Dzumhur,Pablo Cuevas,7-5 7-6(3) 6-1,Hard,2017
US Open,R128,Cedrik Marcel Stebe,Nicolas Kicker,5-7 6-3 6-1 6-1,Hard,2017
US Open,R128,Andrey Rublev,Aljaz Bedene,6-1 6-4 6-4,Hard,2017
US Open,R128,Grigor Dimitrov,Vaclav Safranek,6-1 6-4 6-2,Hard,2017
US Open,R128,Roger Federer,Frances Tiafoe,4-6 6-2 6-1 1-6 6-4,Hard,2017
US Open,R128,Mikhail Youzhny,Blaz Kavcic,6-3 5-7 6-4 6-3,Hard,2017
US Open,R128,Fernando Verdasco,Vasek Pospisil,6-2 RET,Hard,2017
US Open,R128,Feliciano Lopez,Andrey Kuznetsov,6-4 7-6(4) 6-7(5) 6-2,Hard,2017
US Open,R128,Philipp Kohlschreiber,Tim Smyczek,6-1 6-4 6-4,Hard,2017
US Open,R128,Santiago Giraldo,Vincent Millot,6-1 6-0 4-6 4-6 6-4,Hard,2017
US Open,R128,Malek Jaziri,Thiago Monteiro,7-6(5) 4-6 6-3 5-7 6-4,Hard,2017
US Open,R128,John Millman,Nick Kyrgios,6-3 1-6 6-4 6-1,Hard,2017
US Open,R128,Roberto Bautista Agut,Andreas Seppi,6-2 4-6 6-2 7-6(1),Hard,2017
US Open,R128,Dustin Brown,Thomaz Bellucci,6-4 6-3 6-2,Hard,2017
US Open,R128,Adrian Menendez Maceiras,Patrick Kypson,6-4 7-6(9) 6-1,Hard,2017
US Open,R128,Juan Martin del Potro,Henri Laaksonen,6-4 7-6(3) 7-6(5),Hard,2017
US Open,R128,Adrian Mannarino,Ricardas Berankis,6-2 6-4 6-2,Hard,2017
US Open,R128,Bjorn Fratangelo,Ivo Karlovic,7-6(2) 6-4 3-6 7-6(4),Hard,2017
US Open,R128,Taylor Fritz,Marcos Baghdatis,6-4 6-4 6-3,Hard,2017
US Open,R128,Dominic Thiem,Alex De Minaur,6-4 6-1 6-1,Hard,2017
US Open,R128,Sam Querrey,Gilles Simon,6-4 6-3 6-4,Hard,2017
US Open,R128,Dudi Sela,Christopher Eubanks,6-2 6-4 6-2,Hard,2017
US Open,R128,Radu Albot,Ernesto Escobedo,7-5 4-6 6-2 6-4,Hard,2017
US Open,R128,Yen Hsun Lu,Karen Khachanov,4-6 6-2 6-3 6-3,Hard,2017
US Open,R128,Mischa Zverev,Thai Son Kwiatkowski,7-6(5) 4-6 4-6 7-5 6-3,Hard,2017
US Open,R128,Benoit Paire,Lukas Lacko,6-3 6-2 7-6(5),Hard,2017
US Open,R128,Hyeon Chung,Horacio Zeballos,3-6 7-6(8) 6-4 6-3,Hard,2017
US Open,R128,John Isner,Pierre Hugues Herbert,6-1 6-3 4-6 6-3,Hard,2017
US Open,R128,Jordan Thompson,Jack Sock,6-2 7-6(12) 1-6 5-7 6-4,Hard,2017
US Open,R128,Thomas Fabbiano,John Patrick Smith,7-6(5) 6-4 3-6 7-6(4),Hard,2017
US Open,R128,Paolo Lorenzi,Joao Sousa,4-6 6-3 7-6(4) 6-2,Hard,2017
US Open,R128,Gilles Muller,Bernard Tomic,3-6 6-3 6-4 6-4,Hard,2017
US Open,R128,Kevin Anderson,Jc Aragone,6-3 6-3 6-1,Hard,2017
US Open,R128,Ernests Gulbis,Alessandro Giannessi,6-4 6-7(3) 6-2 7-5,Hard,2017
US Open,R128,Borna Coric,Jiri Vesely,7-6(5) 7-6(2) 6-2,Hard,2017
US Open,R128,Alexander Zverev,Darian King,7-6(9) 7-5 6-4,Hard,2017
US Open,R128,Jo-Wilfried Tsonga,Marius Copil,6-3 6-3 6-4,Hard,2017
US Open,R128,Denis Shapovalov,Daniil Medvedev,7-5 6-1 6-2,Hard,2017
US Open,R128,Steve Johnson,Nicolas Almagro,6-4 7-6(2) 7-6(5),Hard,2017
US Open,R128,Kyle Edmund,Robin Haase,6-3 7-5 6-3,Hard,2017
US Open,R128,Albert Ramos,Denis Istomin,4-6 7-6(4) 7-5 6-7(3) 7-5,Hard,2017
US Open,R128,Nicolas Mahut,Marton Fucsovics,6-3 2-6 6-4 2-6 7-6(3),Hard,2017
US Open,R128,Cameron Norrie,Dmitry Tursunov,7-6(7) 6-1 RET,Hard,2017
US Open,R128,Pablo Carreno Busta,Evan King,6-3 6-2 7-6(5),Hard,2017
US Open,R128,Lucas Pouille,Ruben Bemelmans,6-3 6-4 6-4,Hard,2017
US Open,R128,Jared Donaldson,Nikoloz Basilashvili,6-0 4-6 6-3 7-6(6),Hard,2017
US Open,R128,Evgeny Donskoy,Andreas Haider Maurer,7-6(3) 5-1 RET,Hard,2017
US Open,R128,Mikhail Kukushkin,David Ferrer,4-6 6-3 6-2 6-1,Hard,2017
US Open,R128,Diego Schwartzman,Carlos Berlocq,6-2 6-1 6-3,Hard,2017
US Open,R128,Janko Tipsarevic,Thanasi Kokkinakis,6-7(5) 3-6 6-1 7-6(2) 6-3,Hard,2017
US Open,R128,Florian Mayer,Rogerio Dutra Silva,7-5 0-6 6-3 6-4,Hard,2017
US Open,R128,Marin Cilic,Tennys Sandgren,6-4 6-3 3-6 6-3,Hard,2017
US Open,R64,Rafael Nadal,Taro Daniel,4-6 6-3 6-2 6-2,Hard,2017
US Open,R64,Leonardo Mayer,Yuichi Sugita,6-7(3) 6-4 6-3 6-4,Hard,2017
US Open,R64,Viktor Troicki,Stefano Travaglia,7-6(6) 7-5 6-0,Hard,2017
US Open,R64,Alexandr Dolgopolov,Tomas Berdych,3-6 6-1 7-6(5) 6-2,Hard,2017
US Open,R64,David Goffin,Guido Pella,3-6 7-6(5) 6-7(2) 7-6(4) 6-3,Hard,2017
US Open,R64,Gael Monfils,Donald Young,6-3 6-7(3) 6-4 2-6 7-5,Hard,2017
US Open,R64,Damir Dzumhur,Cedrik Marcel Stebe,4-6 6-4 6-0 6-1,Hard,2017
US Open,R64,Andrey Rublev,Grigor Dimitrov,7-5 7-6(3) 6-3,Hard,2017
US Open,R64,Roger Federer,Mikhail Youzhny,6-1 6-7(3) 4-6 6-4 6-2,Hard,2017
US Open,R64,Feliciano Lopez,Fernando Verdasco,6-3 6-2 3-6 6-1,Hard,2017
US Open,R64,Philipp Kohlschreiber,Santiago Giraldo,6-2 6-1 3-0 RET,Hard,2017
US Open,R64,John Millman,Malek Jaziri,6-1 7-6(1) 6-1,Hard,2017
US Open,R64,Roberto Bautista Agut,Dustin Brown,6-1 6-3 7-6(3),Hard,2017
US Open,R64,Juan Martin del Potro,Adrian Menendez Maceiras,6-2 6-3 7-6(3),Hard,2017
US Open,R64,Adrian Mannarino,Bjorn Fratangelo,6-3 6-7(4) 6-1 6-2,Hard,2017
US Open,R64,Dominic Thiem,Taylor Fritz,6-4 6-4 4-6 7-5,Hard,2017
US Open,R64,Sam Querrey,Dudi Sela,6-4 6-1 6-4,Hard,2017
US Open,R64,Radu Albot,Yen Hsun Lu,6-2 7-6(7) 5-7 0-6 7-6(2),Hard,2017
US Open,R64,Mischa Zverev,Benoit Paire,6-3 6-2 3-6 6-7(3) 7-5,Hard,2017
US Open,R64,John Isner,Hyeon Chung,6-3 6-4 7-5,Hard,2017
US Open,R64,Thomas Fabbiano,Jordan Thompson,2-6 6-2 3-6 6-4 6-2,Hard,2017
US Open,R64,Paolo Lorenzi,Gilles Muller,6-7(4) 6-3 7-6(4) 6-3,Hard,2017
US Open,R64,Kevin Anderson,Ernests Gulbis,6-3 7-5 6-4,Hard,2017
US Open,R64,Borna Coric,Alexander Zverev,3-6 7-5 7-6(1) 7-6(4),Hard,2017
US Open,R64,Denis Shapovalov,Jo-Wilfried Tsonga,6-4 6-4 7-6(3),Hard,2017
US Open,R64,Kyle Edmund,Steve Johnson,7-5 6-2 7-6(4),Hard,2017
US Open,R64,Nicolas Mahut,Albert Ramos,4-6 6-4 4-6 6-3 6-0,Hard,2017
US Open,R64,Pablo Carreno Busta,Cameron Norrie,6-2 6-4 6-3,Hard,2017
US Open,R64,Lucas Pouille,Jared Donaldson,7-5 6-4 4-6 3-6 6-4,Hard,2017
US Open,R64,Mikhail Kukushkin,Evgeny Donskoy,6-4 6-4 7-5,Hard,2017
US Open,R64,Diego Schwartzman,Janko Tipsarevic,6-2 6-4 7-5,Hard,2017
US Open,R64,Marin Cilic,Florian Mayer,6-3 6-3 6-3,Hard,2017
US Open,R32,Rafael Nadal,Leonardo Mayer,6-7(3) 6-3 6-1 6-4,Hard,2017
US Open,R32,Alexandr Dolgopolov,Viktor Troicki,6-1 6-0 6-4,Hard,2017
US Open,R32,David Goffin,Gael Monfils,7-5 5-1 RET,Hard,2017
US Open,R32,Andrey Rublev,Damir Dzumhur,6-4 6-4 5-7 6-4,Hard,2017
US Open,R32,Roger Federer,Feliciano Lopez,6-3 6-3 7-5,Hard,2017
US Open,R32,Philipp Kohlschreiber,John Millman,7-5 6-2 6-4,Hard,2017
US Open,R32,Juan Martin del Potro,Roberto Bautista Agut,6-3 6-3 6-4,Hard,2017
US Open,R32,Dominic Thiem,Adrian Mannarino,7-5 6-3 6-4,Hard,2017
US Open,R32,Sam Querrey,Radu Albot,4-6 6-2 6-4 6-4,Hard,2017
US Open,R32,Mischa Zverev,John Isner,6-4 6-3 7-6(5),Hard,2017
US Open,R32,Paolo Lorenzi,Thomas Fabbiano,6-2 6-4 6-4,Hard,2017
US Open,R32,Kevin Anderson,Borna Coric,6-4 6-3 6-2,Hard,2017
US Open,R32,Denis Shapovalov,Kyle Edmund,3-6 6-3 6-3 1-0 RET,Hard,2017
US Open,R32,Pablo Carreno Busta,Nicolas Mahut,6-3 6-4 6-3,Hard,2017
US Open,R32,Lucas Pouille,Mikhail Kukushkin,2-6 6-3 6-4 6-4,Hard,2017
US Open,R32,Diego Schwartzman,Marin Cilic,4-6 7-5 7-5 6-4,Hard,2017
US Open,R16,Rafael Nadal,Alexandr Dolgopolov,6-2 6-4 6-1,Hard,2017
US Open,R16,Andrey Rublev,David Goffin,7-5 7-6(5) 6-3,Hard,2017
US Open,R16,Roger Federer,Philipp Kohlschreiber,6-4 6-2 7-5,Hard,2017
US Open,R16,Juan Martin del Potro,Dominic Thiem,1-6 2-6 6-1 7-6(1) 6-4,Hard,2017
US Open,R16,Sam Querrey,Mischa Zverev,6-2 6-2 6-1,Hard,2017
US Open,R16,Kevin Anderson,Paolo Lorenzi,6-4 6-3 6-7(4) 6-4,Hard,2017
US Open,R16,Pablo Carreno Busta,Denis Shapovalov,7-6(2) 7-6(4) 7-6(3),Hard,2017
US Open,R16,Diego Schwartzman,Lucas Pouille,7-6(3) 7-5 2-6 6-2,Hard,2017
US Open,QF,Rafael Nadal,Andrey Rublev,6-1 6-2 6-2,Hard,2017
US Open,QF,Juan Martin del Potro,Roger Federer,7-5 3-6 7-6(8) 6-4,Hard,2017
US Open,QF,Kevin Anderson,Sam Querrey,7-6(5) 6-7(9) 6-3 7-6(7),Hard,2017
US Open,QF,Pablo Carreno Busta,Diego Schwartzman,6-4 6-4 6-2,Hard,2017
US Open,SF,Rafael Nadal,Juan Martin del Potro,4-6 6-0 6-3 6-2,Hard,2017
US Open,SF,Kevin Anderson,Pablo Carreno Busta,4-6 7-5 6-3 6-4,Hard,2017
US Open,F,Rafael Nadal,Kevin Anderson,6-3 6-3 6-4,Hard,2017
Australian Open,R128,Rafael Nadal,Victor Estrella,6-1 6-1 6-1,Hard,2018
Australian Open,R128,Leonardo Mayer,Nicolas Jarry,6-2 7-6(1) 6-3,Hard,2018
Australian Open,R128,John Millman,Borna Coric,7-5 6-4 6-1,Hard,2018
Australian Open,R128,Damir Dzumhur,Paolo Lorenzi,3-6 2-6 7-6(5) 6-2 6-4,Hard,2018
Australian Open,R128,Diego Schwartzman,Dusan Lajovic,2-6 6-3 5-7 6-4 11-9,Hard,2018
Australian Open,R128,Casper Ruud,Quentin Halys,6-3 3-6 6-7(5) 7-5 11-9,Hard,2018
